instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
10262274,40087,NIFTY24DEC15000PE,NIFTY,0,2024-12-26,15000.0,0.05,25,PE,NFO-OPT,NFO
11106050,43383,NIFTY24DEC14000CE,NIFTY,0,2024-12-26,14000.0,0.05,25,CE,NFO-OPT,NFO
11106306,43384,NIFTY24DEC14000PE,NIFTY,0,2024-12-26,14000.0,0.05,25,PE,NFO-OPT,NFO
16529922,64570,NIFTY25MAR25000CE,NIFTY,0,2025-03-27,25000.0,0.05,25,CE,NFO-OPT,NFO
16530178,64571,NIFTY25MAR25000PE,NIFTY,0,2025-03-27,25000.0,0.05,25,PE,NFO-OPT,NFO
16528898,64566,NIFTY25MAR24000CE,NIFTY,0,2025-03-27,24000.0,0.05,25,CE,NFO-OPT,NFO
16529154,64567,NIFTY25MAR24000PE,NIFTY,0,2025-03-27,24000.0,0.05,25,PE,NFO-OPT,NFO
16530434,64572,NIFTY25MAR26000CE,NIFTY,0,2025-03-27,26000.0,0.05,25,CE,NFO-OPT,NFO
16530690,64573,NIFTY25MAR26000PE,NIFTY,0,2025-03-27,26000.0,0.05,25,PE,NFO-OPT,NFO
16528386,64564,NIFTY25MAR23000CE,NIFTY,0,2025-03-27,23000.0,0.05,25,CE,NFO-OPT,NFO
16528642,64565,NIFTY25MAR23000PE,NIFTY,0,2025-03-27,23000.0,0.05,25,PE,NFO-OPT,NFO
16531458,64576,NIFTY25MAR27000CE,NIFTY,0,2025-03-27,27000.0,0.05,25,CE,NFO-OPT,NFO
16531714,64577,NIFTY25MAR27000PE,NIFTY,0,2025-03-27,27000.0,0.05,25,PE,NFO-OPT,NFO
16527874,64562,NIFTY25MAR22000CE,NIFTY,0,2025-03-27,22000.0,0.05,25,CE,NFO-OPT,NFO
16528130,64563,NIFTY25MAR22000PE,NIFTY,0,2025-03-27,22000.0,0.05,25,PE,NFO-OPT,NFO
16531970,64578,NIFTY25MAR28000CE,NIFTY,0,2025-03-27,28000.0,0.05,25,CE,NFO-OPT,NFO
16532226,64579,NIFTY25MAR28000PE,NIFTY,0,2025-03-27,28000.0,0.05,25,PE,NFO-OPT,NFO
16527362,64560,NIFTY25MAR21000CE,NIFTY,0,2025-03-27,21000.0,0.05,25,CE,NFO-OPT,NFO
16527618,64561,NIFTY25MAR21000PE,NIFTY,0,2025-03-27,21000.0,0.05,25,PE,NFO-OPT,NFO
16532994,64582,NIFTY25MAR29000CE,NIFTY,0,2025-03-27,29000.0,0.05,25,CE,NFO-OPT,NFO
16533250,64583,NIFTY25MAR29000PE,NIFTY,0,2025-03-27,29000.0,0.05,25,PE,NFO-OPT,NFO
16526338,64556,NIFTY25MAR20000CE,NIFTY,0,2025-03-27,20000.0,0.05,25,CE,NFO-OPT,NFO
16526594,64557,NIFTY25MAR20000PE,NIFTY,0,2025-03-27,20000.0,0.05,25,PE,NFO-OPT,NFO
16533506,64584,NIFTY25MAR30000CE,NIFTY,0,2025-03-27,30000.0,0.05,25,CE,NFO-OPT,NFO
16535298,64591,NIFTY25MAR30000PE,NIFTY,0,2025-03-27,30000.0,0.05,25,PE,NFO-OPT,NFO
16525826,64554,NIFTY25MAR19000CE,NIFTY,0,2025-03-27,19000.0,0.05,25,CE,NFO-OPT,NFO
16526082,64555,NIFTY25MAR19000PE,NIFTY,0,2025-03-27,19000.0,0.05,25,PE,NFO-OPT,NFO
18273538,71381,NIFTY25JUN25000CE,NIFTY,0,2025-06-26,25000.0,0.05,25,CE,NFO-OPT,NFO
18273794,71382,NIFTY25JUN25000PE,NIFTY,0,2025-06-26,25000.0,0.05,25,PE,NFO-OPT,NFO
18273026,71379,NIFTY25JUN24000CE,NIFTY,0,2025-06-26,24000.0,0.05,25,CE,NFO-OPT,NFO
18273282,71380,NIFTY25JUN24000PE,NIFTY,0,2025-06-26,24000.0,0.05,25,PE,NFO-OPT,NFO
18274050,71383,NIFTY25JUN26000CE,NIFTY,0,2025-06-26,26000.0,0.05,25,CE,NFO-OPT,NFO
18274306,71384,NIFTY25JUN26000PE,NIFTY,0,2025-06-26,26000.0,0.05,25,PE,NFO-OPT,NFO
9663746,37749,NIFTY25JUN23000CE,NIFTY,0,2025-06-26,23000.0,0.05,25,CE,NFO-OPT,NFO
9675266,37794,NIFTY25JUN23000PE,NIFTY,0,2025-06-26,23000.0,0.05,25,PE,NFO-OPT,NFO
13048066,50969,NIFTY25JUN27000CE,NIFTY,0,2025-06-26,27000.0,0.05,25,CE,NFO-OPT,NFO
13048322,50970,NIFTY25JUN27000PE,NIFTY,0,2025-06-26,27000.0,0.05,25,PE,NFO-OPT,NFO
15006210,58618,NIFTY25JUN22000CE,NIFTY,0,2025-06-26,22000.0,0.05,25,CE,NFO-OPT,NFO
15006466,58619,NIFTY25JUN22000PE,NIFTY,0,2025-06-26,22000.0,0.05,25,PE,NFO-OPT,NFO
12937474,50537,NIFTY25JUN28000CE,NIFTY,0,2025-06-26,28000.0,0.05,25,CE,NFO-OPT,NFO
12937730,50538,NIFTY25JUN28000PE,NIFTY,0,2025-06-26,28000.0,0.05,25,PE,NFO-OPT,NFO
13170946,51449,NIFTY25JUN21000CE,NIFTY,0,2025-06-26,21000.0,0.05,25,CE,NFO-OPT,NFO
13171202,51450,NIFTY25JUN21000PE,NIFTY,0,2025-06-26,21000.0,0.05,25,PE,NFO-OPT,NFO
9766402,38150,NIFTY25JUN29000CE,NIFTY,0,2025-06-26,29000.0,0.05,25,CE,NFO-OPT,NFO
9766658,38151,NIFTY25JUN29000PE,NIFTY,0,2025-06-26,29000.0,0.05,25,PE,NFO-OPT,NFO
9823490,38373,NIFTY25JUN20000CE,NIFTY,0,2025-06-26,20000.0,0.05,25,CE,NFO-OPT,NFO
9824002,38375,NIFTY25JUN20000PE,NIFTY,0,2025-06-26,20000.0,0.05,25,PE,NFO-OPT,NFO
9016066,35219,NIFTY25JUN30000CE,NIFTY,0,2025-06-26,30000.0,0.05,25,CE,NFO-OPT,NFO
9016322,35220,NIFTY25JUN30000PE,NIFTY,0,2025-06-26,30000.0,0.05,25,PE,NFO-OPT,NFO
10235394,39982,NIFTY25JUN19000CE,NIFTY,0,2025-06-26,19000.0,0.05,25,CE,NFO-OPT,NFO
10236418,39986,NIFTY25JUN19000PE,NIFTY,0,2025-06-26,19000.0,0.05,25,PE,NFO-OPT,NFO
14110466,55119,NIFTY25JUN18000CE,NIFTY,0,2025-06-26,18000.0,0.05,25,CE,NFO-OPT,NFO
14110722,55120,NIFTY25JUN18000PE,NIFTY,0,2025-06-26,18000.0,0.05,25,PE,NFO-OPT,NFO
11741442,45865,NIFTY25JUN17000CE,NIFTY,0,2025-06-26,17000.0,0.05,25,CE,NFO-OPT,NFO
10158082,39680,NIFTY25JUN16000PE,NIFTY,0,2025-06-26,16000.0,0.05,25,PE,NFO-OPT,NFO
10263298,40091,NIFTY25JUN15000PE,NIFTY,0,2025-06-26,15000.0,0.05,25,PE,NFO-OPT,NFO
11106818,43386,NIFTY25JUN14000PE,NIFTY,0,2025-06-26,14000.0,0.05,25,PE,NFO-OPT,NFO
18277122,71395,NIFTY25DEC25000CE,NIFTY,0,2025-12-24,25000.0,0.05,25,CE,NFO-OPT,NFO
18277890,71398,NIFTY25DEC25000PE,NIFTY,0,2025-12-24,25000.0,0.05,25,PE,NFO-OPT,NFO
18276610,71393,NIFTY25DEC24000CE,NIFTY,0,2025-12-24,24000.0,0.05,25,CE,NFO-OPT,NFO
18276866,71394,NIFTY25DEC24000PE,NIFTY,0,2025-12-24,24000.0,0.05,25,PE,NFO-OPT,NFO
18278146,71399,NIFTY25DEC26000CE,NIFTY,0,2025-12-24,26000.0,0.05,25,CE,NFO-OPT,NFO
18279170,71403,NIFTY25DEC26000PE,NIFTY,0,2025-12-24,26000.0,0.05,25,PE,NFO-OPT,NFO
9675522,37795,NIFTY25DEC23000CE,NIFTY,0,2025-12-24,23000.0,0.05,25,CE,NFO-OPT,NFO
9675778,37796,NIFTY25DEC23000PE,NIFTY,0,2025-12-24,23000.0,0.05,25,PE,NFO-OPT,NFO
13048578,50971,NIFTY25DEC27000CE,NIFTY,0,2025-12-24,27000.0,0.05,25,CE,NFO-OPT,NFO
13048834,50972,NIFTY25DEC27000PE,NIFTY,0,2025-12-24,27000.0,0.05,25,PE,NFO-OPT,NFO
15007234,58622,NIFTY25DEC22000CE,NIFTY,0,2025-12-24,22000.0,0.05,25,CE,NFO-OPT,NFO
15007490,58623,NIFTY25DEC22000PE,NIFTY,0,2025-12-24,22000.0,0.05,25,PE,NFO-OPT,NFO
12939010,50543,NIFTY25DEC28000CE,NIFTY,0,2025-12-24,28000.0,0.05,25,CE,NFO-OPT,NFO
12939266,50544,NIFTY25DEC28000PE,NIFTY,0,2025-12-24,28000.0,0.05,25,PE,NFO-OPT,NFO
13171458,51451,NIFTY25DEC21000CE,NIFTY,0,2025-12-24,21000.0,0.05,25,CE,NFO-OPT,NFO
13171714,51452,NIFTY25DEC21000PE,NIFTY,0,2025-12-24,21000.0,0.05,25,PE,NFO-OPT,NFO
9766914,38152,NIFTY25DEC29000CE,NIFTY,0,2025-12-24,29000.0,0.05,25,CE,NFO-OPT,NFO
9767170,38153,NIFTY25DEC29000PE,NIFTY,0,2025-12-24,29000.0,0.05,25,PE,NFO-OPT,NFO
9824258,38376,NIFTY25DEC20000CE,NIFTY,0,2025-12-24,20000.0,0.05,25,CE,NFO-OPT,NFO
9824514,38377,NIFTY25DEC20000PE,NIFTY,0,2025-12-24,20000.0,0.05,25,PE,NFO-OPT,NFO
9392130,36688,NIFTY25DEC19500CE,NIFTY,0,2025-12-24,19500.0,0.05,25,CE,NFO-OPT,NFO
9016578,35221,NIFTY25DEC30000CE,NIFTY,0,2025-12-24,30000.0,0.05,25,CE,NFO-OPT,NFO
9016834,35222,NIFTY25DEC30000PE,NIFTY,0,2025-12-24,30000.0,0.05,25,PE,NFO-OPT,NFO
10236674,39987,NIFTY25DEC19000CE,NIFTY,0,2025-12-24,19000.0,0.05,25,CE,NFO-OPT,NFO
10236930,39988,NIFTY25DEC19000PE,NIFTY,0,2025-12-24,19000.0,0.05,25,PE,NFO-OPT,NFO
14110978,55121,NIFTY25DEC18000CE,NIFTY,0,2025-12-24,18000.0,0.05,25,CE,NFO-OPT,NFO
14111234,55122,NIFTY25DEC18000PE,NIFTY,0,2025-12-24,18000.0,0.05,25,PE,NFO-OPT,NFO
11743490,45873,NIFTY25DEC17000CE,NIFTY,0,2025-12-24,17000.0,0.05,25,CE,NFO-OPT,NFO
11743746,45874,NIFTY25DEC17000PE,NIFTY,0,2025-12-24,17000.0,0.05,25,PE,NFO-OPT,NFO
12590082,49180,NIFTY25DEC16500PE,NIFTY,0,2025-12-24,16500.0,0.05,25,PE,NFO-OPT,NFO
12589314,49177,NIFTY25DEC16000CE,NIFTY,0,2025-12-24,16000.0,0.05,25,CE,NFO-OPT,NFO
12589570,49178,NIFTY25DEC16000PE,NIFTY,0,2025-12-24,16000.0,0.05,25,PE,NFO-OPT,NFO
12588546,49174,NIFTY25DEC15000PE,NIFTY,0,2025-12-24,15000.0,0.05,25,PE,NFO-OPT,NFO
9676034,37797,NIFTY25DEC13000PE,NIFTY,0,2025-12-24,13000.0,0.05,25,PE,NFO-OPT,NFO
9018626,35229,NIFTY26JUN30000CE,NIFTY,0,2026-06-25,30000.0,0.05,25,CE,NFO-OPT,NFO
9019138,35231,NIFTY26JUN30000PE,NIFTY,0,2026-06-25,30000.0,0.05,25,PE,NFO-OPT,NFO
9676546,37799,NIFTY26JUN23000CE,NIFTY,0,2026-06-25,23000.0,0.05,25,CE,NFO-OPT,NFO
9677314,37802,NIFTY26JUN13000PE,NIFTY,0,2026-06-25,13000.0,0.05,25,PE,NFO-OPT,NFO
9678082,37805,NIFTY26JUN23000PE,NIFTY,0,2026-06-25,23000.0,0.05,25,PE,NFO-OPT,NFO
9767426,38154,NIFTY26JUN29000CE,NIFTY,0,2026-06-25,29000.0,0.05,25,CE,NFO-OPT,NFO
9768194,38157,NIFTY26JUN29000PE,NIFTY,0,2026-06-25,29000.0,0.05,25,PE,NFO-OPT,NFO
9824770,38378,NIFTY26JUN20000CE,NIFTY,0,2026-06-25,20000.0,0.05,25,CE,NFO-OPT,NFO
9825282,38380,NIFTY26JUN20000PE,NIFTY,0,2026-06-25,20000.0,0.05,25,PE,NFO-OPT,NFO
10237186,39989,NIFTY26JUN19000CE,NIFTY,0,2026-06-25,19000.0,0.05,25,CE,NFO-OPT,NFO
10237442,39990,NIFTY26JUN19000PE,NIFTY,0,2026-06-25,19000.0,0.05,25,PE,NFO-OPT,NFO
12913666,50444,NIFTY26JUN14000PE,NIFTY,0,2026-06-25,14000.0,0.05,25,PE,NFO-OPT,NFO
12914690,50448,NIFTY26JUN15000PE,NIFTY,0,2026-06-25,15000.0,0.05,25,PE,NFO-OPT,NFO
12918274,50462,NIFTY26JUN16000PE,NIFTY,0,2026-06-25,16000.0,0.05,25,PE,NFO-OPT,NFO
12939522,50545,NIFTY26JUN28000CE,NIFTY,0,2026-06-25,28000.0,0.05,25,CE,NFO-OPT,NFO
12939778,50546,NIFTY26JUN28000PE,NIFTY,0,2026-06-25,28000.0,0.05,25,PE,NFO-OPT,NFO
12942338,50556,NIFTY26JUN18000CE,NIFTY,0,2026-06-25,18000.0,0.05,25,CE,NFO-OPT,NFO
13049090,50973,NIFTY26JUN27000CE,NIFTY,0,2026-06-25,27000.0,0.05,25,CE,NFO-OPT,NFO
13049858,50976,NIFTY26JUN27000PE,NIFTY,0,2026-06-25,27000.0,0.05,25,PE,NFO-OPT,NFO
13171970,51453,NIFTY26JUN21000CE,NIFTY,0,2026-06-25,21000.0,0.05,25,CE,NFO-OPT,NFO
13172482,51455,NIFTY26JUN21000PE,NIFTY,0,2026-06-25,21000.0,0.05,25,PE,NFO-OPT,NFO
15007746,58624,NIFTY26JUN12000CE,NIFTY,0,2026-06-25,12000.0,0.05,25,CE,NFO-OPT,NFO
15008002,58625,NIFTY26JUN12000PE,NIFTY,0,2026-06-25,12000.0,0.05,25,PE,NFO-OPT,NFO
15008258,58626,NIFTY26JUN22000CE,NIFTY,0,2026-06-25,22000.0,0.05,25,CE,NFO-OPT,NFO
15008514,58627,NIFTY26JUN22000PE,NIFTY,0,2026-06-25,22000.0,0.05,25,PE,NFO-OPT,NFO
18296834,71472,NIFTY26JUN24000CE,NIFTY,0,2026-06-25,24000.0,0.05,25,CE,NFO-OPT,NFO
18297090,71473,NIFTY26JUN24000PE,NIFTY,0,2026-06-25,24000.0,0.05,25,PE,NFO-OPT,NFO
18297346,71474,NIFTY26JUN25000CE,NIFTY,0,2026-06-25,25000.0,0.05,25,CE,NFO-OPT,NFO
18297602,71475,NIFTY26JUN25000PE,NIFTY,0,2026-06-25,25000.0,0.05,25,PE,NFO-OPT,NFO
18297858,71476,NIFTY26JUN26000CE,NIFTY,0,2026-06-25,26000.0,0.05,25,CE,NFO-OPT,NFO
18298114,71477,NIFTY26JUN26000PE,NIFTY,0,2026-06-25,26000.0,0.05,25,PE,NFO-OPT,NFO
18304770,71503,NIFTY26DEC25000CE,NIFTY,0,2026-12-31,25000.0,0.05,25,CE,NFO-OPT,NFO
18305026,71504,NIFTY26DEC25000PE,NIFTY,0,2026-12-31,25000.0,0.05,25,PE,NFO-OPT,NFO
18304258,71501,NIFTY26DEC24000CE,NIFTY,0,2026-12-31,24000.0,0.05,25,CE,NFO-OPT,NFO
18304514,71502,NIFTY26DEC24000PE,NIFTY,0,2026-12-31,24000.0,0.05,25,PE,NFO-OPT,NFO
18305282,71505,NIFTY26DEC26000CE,NIFTY,0,2026-12-31,26000.0,0.05,25,CE,NFO-OPT,NFO
18305538,71506,NIFTY26DEC26000PE,NIFTY,0,2026-12-31,26000.0,0.05,25,PE,NFO-OPT,NFO
9678338,37806,NIFTY26DEC23000CE,NIFTY,0,2026-12-31,23000.0,0.05,25,CE,NFO-OPT,NFO
9679362,37810,NIFTY26DEC23000PE,NIFTY,0,2026-12-31,23000.0,0.05,25,PE,NFO-OPT,NFO
13050370,50978,NIFTY26DEC27000CE,NIFTY,0,2026-12-31,27000.0,0.05,25,CE,NFO-OPT,NFO
13050626,50979,NIFTY26DEC27000PE,NIFTY,0,2026-12-31,27000.0,0.05,25,PE,NFO-OPT,NFO
15013890,58648,NIFTY26DEC22000CE,NIFTY,0,2026-12-31,22000.0,0.05,25,CE,NFO-OPT,NFO
15014146,58649,NIFTY26DEC22000PE,NIFTY,0,2026-12-31,22000.0,0.05,25,PE,NFO-OPT,NFO
12940034,50547,NIFTY26DEC28000CE,NIFTY,0,2026-12-31,28000.0,0.05,25,CE,NFO-OPT,NFO
12940290,50548,NIFTY26DEC28000PE,NIFTY,0,2026-12-31,28000.0,0.05,25,PE,NFO-OPT,NFO
15013378,58646,NIFTY26DEC21000CE,NIFTY,0,2026-12-31,21000.0,0.05,25,CE,NFO-OPT,NFO
15013634,58647,NIFTY26DEC21000PE,NIFTY,0,2026-12-31,21000.0,0.05,25,PE,NFO-OPT,NFO
9768450,38158,NIFTY26DEC29000CE,NIFTY,0,2026-12-31,29000.0,0.05,25,CE,NFO-OPT,NFO
9768706,38159,NIFTY26DEC29000PE,NIFTY,0,2026-12-31,29000.0,0.05,25,PE,NFO-OPT,NFO
15012866,58644,NIFTY26DEC20000CE,NIFTY,0,2026-12-31,20000.0,0.05,25,CE,NFO-OPT,NFO
15013122,58645,NIFTY26DEC20000PE,NIFTY,0,2026-12-31,20000.0,0.05,25,PE,NFO-OPT,NFO
9020162,35235,NIFTY26DEC30000CE,NIFTY,0,2026-12-31,30000.0,0.05,25,CE,NFO-OPT,NFO
9020674,35237,NIFTY26DEC30000PE,NIFTY,0,2026-12-31,30000.0,0.05,25,PE,NFO-OPT,NFO
15012354,58642,NIFTY26DEC19000CE,NIFTY,0,2026-12-31,19000.0,0.05,25,CE,NFO-OPT,NFO
15012610,58643,NIFTY26DEC19000PE,NIFTY,0,2026-12-31,19000.0,0.05,25,PE,NFO-OPT,NFO
15012098,58641,NIFTY26DEC18000PE,NIFTY,0,2026-12-31,18000.0,0.05,25,PE,NFO-OPT,NFO
15011586,58639,NIFTY26DEC17000PE,NIFTY,0,2026-12-31,17000.0,0.05,25,PE,NFO-OPT,NFO
15010818,58636,NIFTY26DEC16000CE,NIFTY,0,2026-12-31,16000.0,0.05,25,CE,NFO-OPT,NFO
15011074,58637,NIFTY26DEC16000PE,NIFTY,0,2026-12-31,16000.0,0.05,25,PE,NFO-OPT,NFO
15010562,58635,NIFTY26DEC15000PE,NIFTY,0,2026-12-31,15000.0,0.05,25,PE,NFO-OPT,NFO
15010050,58633,NIFTY26DEC14000PE,NIFTY,0,2026-12-31,14000.0,0.05,25,PE,NFO-OPT,NFO
15009538,58631,NIFTY26DEC13000PE,NIFTY,0,2026-12-31,13000.0,0.05,25,PE,NFO-OPT,NFO
15009026,58629,NIFTY26DEC12000PE,NIFTY,0,2026-12-31,12000.0,0.05,25,PE,NFO-OPT,NFO
9027074,35262,NIFTY27JUN30000CE,NIFTY,0,2027-06-24,30000.0,0.05,25,CE,NFO-OPT,NFO
9027330,35263,NIFTY27JUN30000PE,NIFTY,0,2027-06-24,30000.0,0.05,25,PE,NFO-OPT,NFO
9768962,38160,NIFTY27JUN29000CE,NIFTY,0,2027-06-24,29000.0,0.05,25,CE,NFO-OPT,NFO
9769730,38163,NIFTY27JUN29000PE,NIFTY,0,2027-06-24,29000.0,0.05,25,PE,NFO-OPT,NFO
12940546,50549,NIFTY27JUN28000CE,NIFTY,0,2027-06-24,28000.0,0.05,25,CE,NFO-OPT,NFO
12940802,50550,NIFTY27JUN28000PE,NIFTY,0,2027-06-24,28000.0,0.05,25,PE,NFO-OPT,NFO
13051138,50981,NIFTY27JUN27000CE,NIFTY,0,2027-06-24,27000.0,0.05,25,CE,NFO-OPT,NFO
13051906,50984,NIFTY27JUN27000PE,NIFTY,0,2027-06-24,27000.0,0.05,25,PE,NFO-OPT,NFO
18316290,71548,NIFTY27JUN18000PE,NIFTY,0,2027-06-24,18000.0,0.05,25,PE,NFO-OPT,NFO
18316546,71549,NIFTY27JUN19000CE,NIFTY,0,2027-06-24,19000.0,0.05,25,CE,NFO-OPT,NFO
18316802,71550,NIFTY27JUN19000PE,NIFTY,0,2027-06-24,19000.0,0.05,25,PE,NFO-OPT,NFO
18317058,71551,NIFTY27JUN20000CE,NIFTY,0,2027-06-24,20000.0,0.05,25,CE,NFO-OPT,NFO
18317314,71552,NIFTY27JUN20000PE,NIFTY,0,2027-06-24,20000.0,0.05,25,PE,NFO-OPT,NFO
18317570,71553,NIFTY27JUN21000CE,NIFTY,0,2027-06-24,21000.0,0.05,25,CE,NFO-OPT,NFO
18317826,71554,NIFTY27JUN21000PE,NIFTY,0,2027-06-24,21000.0,0.05,25,PE,NFO-OPT,NFO
18318338,71556,NIFTY27JUN22000CE,NIFTY,0,2027-06-24,22000.0,0.05,25,CE,NFO-OPT,NFO
18318594,71557,NIFTY27JUN22000PE,NIFTY,0,2027-06-24,22000.0,0.05,25,PE,NFO-OPT,NFO
18318850,71558,NIFTY27JUN23000CE,NIFTY,0,2027-06-24,23000.0,0.05,25,CE,NFO-OPT,NFO
18319106,71559,NIFTY27JUN23000PE,NIFTY,0,2027-06-24,23000.0,0.05,25,PE,NFO-OPT,NFO
18319362,71560,NIFTY27JUN24000CE,NIFTY,0,2027-06-24,24000.0,0.05,25,CE,NFO-OPT,NFO
18319618,71561,NIFTY27JUN24000PE,NIFTY,0,2027-06-24,24000.0,0.05,25,PE,NFO-OPT,NFO
18319874,71562,NIFTY27JUN25000CE,NIFTY,0,2027-06-24,25000.0,0.05,25,CE,NFO-OPT,NFO
18320130,71563,NIFTY27JUN25000PE,NIFTY,0,2027-06-24,25000.0,0.05,25,PE,NFO-OPT,NFO
18320386,71564,NIFTY27JUN26000CE,NIFTY,0,2027-06-24,26000.0,0.05,25,CE,NFO-OPT,NFO
18320642,71565,NIFTY27JUN26000PE,NIFTY,0,2027-06-24,26000.0,0.05,25,PE,NFO-OPT,NFO
13728258,53626,NIFTY27DEC25000CE,NIFTY,0,2027-12-30,25000.0,0.05,25,CE,NFO-OPT,NFO
13728514,53627,NIFTY27DEC25000PE,NIFTY,0,2027-12-30,25000.0,0.05,25,PE,NFO-OPT,NFO
13727746,53624,NIFTY27DEC24000CE,NIFTY,0,2027-12-30,24000.0,0.05,25,CE,NFO-OPT,NFO
13728002,53625,NIFTY27DEC24000PE,NIFTY,0,2027-12-30,24000.0,0.05,25,PE,NFO-OPT,NFO
13728770,53628,NIFTY27DEC26000CE,NIFTY,0,2027-12-30,26000.0,0.05,25,CE,NFO-OPT,NFO
13729282,53630,NIFTY27DEC26000PE,NIFTY,0,2027-12-30,26000.0,0.05,25,PE,NFO-OPT,NFO
13726210,53618,NIFTY27DEC23000CE,NIFTY,0,2027-12-30,23000.0,0.05,25,CE,NFO-OPT,NFO
13726466,53619,NIFTY27DEC23000PE,NIFTY,0,2027-12-30,23000.0,0.05,25,PE,NFO-OPT,NFO
13729538,53631,NIFTY27DEC27000CE,NIFTY,0,2027-12-30,27000.0,0.05,25,CE,NFO-OPT,NFO
13729794,53632,NIFTY27DEC27000PE,NIFTY,0,2027-12-30,27000.0,0.05,25,PE,NFO-OPT,NFO
13725698,53616,NIFTY27DEC22000CE,NIFTY,0,2027-12-30,22000.0,0.05,25,CE,NFO-OPT,NFO
13725954,53617,NIFTY27DEC22000PE,NIFTY,0,2027-12-30,22000.0,0.05,25,PE,NFO-OPT,NFO
13730050,53633,NIFTY27DEC28000CE,NIFTY,0,2027-12-30,28000.0,0.05,25,CE,NFO-OPT,NFO
13730562,53635,NIFTY27DEC28000PE,NIFTY,0,2027-12-30,28000.0,0.05,25,PE,NFO-OPT,NFO
13724930,53613,NIFTY27DEC21000CE,NIFTY,0,2027-12-30,21000.0,0.05,25,CE,NFO-OPT,NFO
13725442,53615,NIFTY27DEC21000PE,NIFTY,0,2027-12-30,21000.0,0.05,25,PE,NFO-OPT,NFO
9769986,38164,NIFTY27DEC29000CE,NIFTY,0,2027-12-30,29000.0,0.05,25,CE,NFO-OPT,NFO
9770242,38165,NIFTY27DEC29000PE,NIFTY,0,2027-12-30,29000.0,0.05,25,PE,NFO-OPT,NFO
13723394,53607,NIFTY27DEC20000CE,NIFTY,0,2027-12-30,20000.0,0.05,25,CE,NFO-OPT,NFO
13724418,53611,NIFTY27DEC20000PE,NIFTY,0,2027-12-30,20000.0,0.05,25,PE,NFO-OPT,NFO
9048578,35346,NIFTY27DEC30000CE,NIFTY,0,2027-12-30,30000.0,0.05,25,CE,NFO-OPT,NFO
9048834,35347,NIFTY27DEC30000PE,NIFTY,0,2027-12-30,30000.0,0.05,25,PE,NFO-OPT,NFO
13722882,53605,NIFTY27DEC19000CE,NIFTY,0,2027-12-30,19000.0,0.05,25,CE,NFO-OPT,NFO
13723138,53606,NIFTY27DEC19000PE,NIFTY,0,2027-12-30,19000.0,0.05,25,PE,NFO-OPT,NFO
13722626,53604,NIFTY27DEC18000PE,NIFTY,0,2027-12-30,18000.0,0.05,25,PE,NFO-OPT,NFO
13722114,53602,NIFTY27DEC17000PE,NIFTY,0,2027-12-30,17000.0,0.05,25,PE,NFO-OPT,NFO
13720322,53595,NIFTY27DEC15000PE,NIFTY,0,2027-12-30,15000.0,0.05,25,PE,NFO-OPT,NFO
9050114,35352,NIFTY28JUN30000CE,NIFTY,0,2028-06-29,30000.0,0.05,25,CE,NFO-OPT,NFO
9050370,35353,NIFTY28JUN30000PE,NIFTY,0,2028-06-29,30000.0,0.05,25,PE,NFO-OPT,NFO
22052098,86141,NIFTY28JUN19000CE,NIFTY,0,2028-06-29,19000.0,0.05,25,CE,NFO-OPT,NFO
22052354,86142,NIFTY28JUN19000PE,NIFTY,0,2028-06-29,19000.0,0.05,25,PE,NFO-OPT,NFO
22052610,86143,NIFTY28JUN20000CE,NIFTY,0,2028-06-29,20000.0,0.05,25,CE,NFO-OPT,NFO
22052866,86144,NIFTY28JUN20000PE,NIFTY,0,2028-06-29,20000.0,0.05,25,PE,NFO-OPT,NFO
22053122,86145,NIFTY28JUN21000CE,NIFTY,0,2028-06-29,21000.0,0.05,25,CE,NFO-OPT,NFO
22053378,86146,NIFTY28JUN21000PE,NIFTY,0,2028-06-29,21000.0,0.05,25,PE,NFO-OPT,NFO
22053634,86147,NIFTY28JUN22000CE,NIFTY,0,2028-06-29,22000.0,0.05,25,CE,NFO-OPT,NFO
22053890,86148,NIFTY28JUN22000PE,NIFTY,0,2028-06-29,22000.0,0.05,25,PE,NFO-OPT,NFO
22054146,86149,NIFTY28JUN23000CE,NIFTY,0,2028-06-29,23000.0,0.05,25,CE,NFO-OPT,NFO
22054402,86150,NIFTY28JUN23000PE,NIFTY,0,2028-06-29,23000.0,0.05,25,PE,NFO-OPT,NFO
22054658,86151,NIFTY28JUN24000CE,NIFTY,0,2028-06-29,24000.0,0.05,25,CE,NFO-OPT,NFO
22054914,86152,NIFTY28JUN24000PE,NIFTY,0,2028-06-29,24000.0,0.05,25,PE,NFO-OPT,NFO
22055170,86153,NIFTY28JUN25000CE,NIFTY,0,2028-06-29,25000.0,0.05,25,CE,NFO-OPT,NFO
22056962,86160,NIFTY28JUN25000PE,NIFTY,0,2028-06-29,25000.0,0.05,25,PE,NFO-OPT,NFO
22057218,86161,NIFTY28JUN26000CE,NIFTY,0,2028-06-29,26000.0,0.05,25,CE,NFO-OPT,NFO
22057474,86162,NIFTY28JUN26000PE,NIFTY,0,2028-06-29,26000.0,0.05,25,PE,NFO-OPT,NFO
